experiment_name,split,group_type,group_value,rows,log_mae,p95_abs_pct_error,p99_abs_pct_error,error_gt_20pct_rate
F18_reference_huber_010,test,prev1_gap_bucket_plus,missing_or_negative,1259,0.7314561475311854,1.26078032265983,3.6075882960330667,0.8443208895949166
F18_reference_huber_010,test,prev2_gap_bucket_plus,1-30,210613,0.052586098923472685,0.1593194879580172,0.2664334412841466,0.026688760902698314
F18_reference_huber_010,test,prev2_gap_bucket_plus,181-365,29619,0.07543373611131382,0.22577280999525595,0.3870560146956466,0.0678280833248928
F18_reference_huber_010,test,prev2_gap_bucket_plus,31-90,123464,0.058971495965715715,0.1784023574972882,0.29192251431666183,0.03616438799974082
F18_reference_huber_010,test,prev2_gap_bucket_plus,366-730,12953,0.0934621051340815,0.2760597407412909,0.4762299509643656,0.11333281865204972
F18_reference_huber_010,test,prev2_gap_bucket_plus,731+,10986,0.14482020587295816,0.3975533691966196,0.6928292936646578,0.2460404150737302
F18_reference_huber_010,test,prev2_gap_bucket_plus,91-180,51663,0.06634387079554951,0.19838375772130382,0.32485961761070614,0.04902928594932544
F18_reference_huber_010,test,prev2_gap_bucket_plus,missing_or_negative,2710,0.41456387140019935,0.8546457216602199,2.1500360786988435,0.5206642066420665
F18_reference_huber_010,test,wide_prev_jump_20_group,0,407525,0.057926607874049615,0.1715192567553587,0.32210711623662475,0.034579473651923195
F18_reference_huber_010,test,wide_prev_jump_20_group,1,34483,0.12575775612378584,0.3071580075367086,0.4888009018452853,0.17742075805469362
F18_reference_huber_010,test,exact_prev_jump_20_group,0,407642,0.05814688944392862,0.1727258843944122,0.3250063927583206,0.03526133224741317
F18_reference_huber_010,test,exact_prev_jump_20_group,1,34366,0.12337575718985686,0.30232484999906345,0.4871952832980955,0.1698190071582378
F18_reference_huber_010,test,exact_wide_gap_10_group,0,432309,0.06202253673277974,0.1879171759642921,0.3416330965094828,0.04314506521955361
F18_reference_huber_010,test,exact_wide_gap_10_group,1,9699,0.11652178017087343,0.31630299496384895,0.5266247229896982,0.16063511702237343
F18_reference_huber_010,test,region_prior_missing_group,0,442008,0.06321841590715228,0.19260680744355727,0.3485878576406167,0.04572315433204829
F18_reference_huber_010,test,wide_region_outlier_20_group,0,156288,0.060463174736676374,0.17146325514270813,0.347531069113062,0.03453240171990172
F18_reference_huber_010,test,wide_region_outlier_20_group,1,285720,0.06472552472715559,0.2028436370059199,0.34897045489557815,0.05184446311073779
F18_reference_huber_010,recent_holdout,exact_prev1_missing_group,0,208585,0.06458004358258428,0.19709070488521674,0.34394052459998875,0.048244121101709135
F18_reference_huber_010,recent_holdout,exact_prev1_missing_group,1,883,0.5280492798833631,1.1611885260525616,6.885995179708307,0.6477916194790487
F18_reference_huber_010,recent_holdout,wide_prev1_present_exact_missing_group,0,209121,0.06634574171634453,0.20052298692885762,0.36246539217613494,0.05029623997589912
F18_reference_huber_010,recent_holdout,wide_prev1_present_exact_missing_group,1,347,0.17985029206532596,0.4882505181526336,0.7993845019745037,0.3371757925072046
F18_reference_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,1-30,144144,0.05737450588020299,0.17272070954015445,0.29095342925130785,0.03357059607059607
F18_reference_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,181-365,7137,0.09522206726157494,0.27968986918453537,0.46753563917161445,0.114894213254869
F18_reference_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,31-90,37968,0.06690022779141715,0.19777245020174386,0.3308140998075855,0.048646228402865574
F18_reference_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,366-730,3303,0.1170594926683003,0.3555728471730678,0.6411172251204131,0.17226763548289434
F18_reference_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,731+,3281,0.1697330852234615,0.4710959652452166,0.762755494760155,0.31697653154526056
F18_reference_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,91-180,12752,0.08132278194364818,0.23010316310546935,0.3873928348656084,0.07434127979924718
F18_reference_huber_010,recent_holdout,exact_prev1_gap_bucket_plus,missing_or_negative,883,0.5280492798833631,1.1611885260525616,6.885995179708307,0.6477916194790487
F18_reference_huber_010,recent_holdout,prev1_gap_bucket_plus,1-30,148451,0.05799102132765858,0.17474020817388825,0.2952965563562586,0.03469831796350311
F18_reference_huber_010,recent_holdout,prev1_gap_bucket_plus,181-365,6418,0.0979468485773997,0.2848555339732547,0.49226692260356364,0.12542848239326893
F18_reference_huber_010,recent_holdout,prev1_gap_bucket_plus,31-90,37152,0.06793103585295855,0.2012558254478493,0.34074667049505447,0.05103359173126615
F18_reference_huber_010,recent_holdout,prev1_gap_bucket_plus,366-730,2677,0.12129569222655014,0.3626661730770877,0.6473288192092761,0.18490847964138962
F18_reference_huber_010,recent_holdout,prev1_gap_bucket_plus,731+,2322,0.1975665284147439,0.518647287610558,0.7974427334038258,0.39405684754521964
F18_reference_huber_010,recent_holdout,prev1_gap_bucket_plus,91-180,11912,0.08295471538443495,0.23678463502509917,0.40812777544885454,0.07706514439220953
F18_reference_huber_010,recent_holdout,prev1_gap_bucket_plus,missing_or_negative,536,0.7534691469969059,2.478587603892472,8.048053826842517,0.8488805970149254
F18_reference_huber_010,recent_holdout,prev2_gap_bucket_plus,1-30,103247,0.055819971142161924,0.1678103027028126,0.2815028566157894,0.030877410481660483
F18_reference_huber_010,recent_holdout,prev2_gap_bucket_plus,181-365,13179,0.08335687629687785,0.24539066810634583,0.4176716759254646,0.08346612034296988
F18_reference_huber_010,recent_holdout,prev2_gap_bucket_plus,31-90,58745,0.0617712779996951,0.1864637345585539,0.3120037185013318,0.04122904076942718
F18_reference_huber_010,recent_holdout,prev2_gap_bucket_plus,366-730,5741,0.09935271890618694,0.2911924906229375,0.5205154941341178,0.1271555478139697
F18_reference_huber_010,recent_holdout,prev2_gap_bucket_plus,731+,5009,0.14930558275722194,0.4282160112312979,0.731544146589531,0.26652026352565383
F18_reference_huber_010,recent_holdout,prev2_gap_bucket_plus,91-180,22430,0.07259022867539168,0.20748880592183663,0.36092462274926806,0.05541685242978154
F18_reference_huber_010,recent_holdout,prev2_gap_bucket_plus,missing_or_negative,1117,0.44734368220817916,0.9293293291893825,6.721918219792214,0.5523724261414503
F18_reference_huber_010,recent_holdout,wide_prev_jump_20_group,0,191409,0.06053596947013842,0.17819603272382425,0.33906395754845137,0.037798640607285966
F18_reference_huber_010,recent_holdout,wide_prev_jump_20_group,1,18059,0.13010501824578452,0.3137306978764456,0.5123970971699293,0.18827177584583865
F18_reference_huber_010,recent_holdout,exact_prev_jump_20_group,0,191594,0.060833932008359085,0.1797119624566083,0.33986738090302376,0.03869119074710064
F18_reference_huber_010,recent_holdout,exact_prev_jump_20_group,1,17874,0.12763117016900524,0.3105835002027777,0.5187443469696669,0.18026183282980865
F18_reference_huber_010,recent_holdout,exact_wide_gap_10_group,0,204544,0.06523567252280399,0.1963162361509411,0.35513613352071494,0.0478136733416771
F18_reference_huber_010,recent_holdout,exact_wide_gap_10_group,1,4924,0.12045704799064365,0.3330554165516774,0.5607818460377144,0.17363931762794477
F18_reference_huber_010,recent_holdout,region_prior_missing_group,0,209468,0.06653377081372978,0.2015356456274523,0.36463215461010673,0.050771478221017054
F18_reference_huber_010,recent_holdout,wide_region_outlier_20_group,0,70290,0.06414512075122797,0.18135597320605681,0.360696948378455,0.039536207141840946
F18_reference_huber_010,recent_holdout,wide_region_outlier_20_group,1,139178,0.06774012679594861,0.21054253800248848,0.3653903016629456,0.056445702625414935
